image,death_count
001_22_IMG_Copyof2nd14220136402_AGRIPHOTO_TIMSCRIVENER-scaled_jpg.rf.47fba50a2cefe8d218643d8730346957.jpg,0
1533098087717_jpg.rf.421d5d8c889224cb5e32ea2842f456ee.jpg,1
1fdqwpge7k75_jpg.rf.77250893c40d9a528b6cfb1cc8b269b5.jpg,0
93292270_MTEyNS0xNTAwLTA1NzM1ZTk3YzQ_jpg.rf.2893fc6e3a79066b321a9e14066a7cf7.jpg,0
Broiler-benefits_embedded-1-_jpg.rf.02e055c987a3edca21afbb05f618c2fa.jpg,0
Broilers-c-TimScriv-1422013-6400-2_jpg.rf.19412cba68b53cde1d5cd2fb6d75d279.jpg,0
IMG20220702135022_jpg.rf.3b2f7dba9b2969cd61937e1717b3d927.jpg,0
IMG20220702135033_jpg.rf.3b4f805d7a3a6398799cfb41d5a4b7d0.jpg,0
IMG20220702135049_jpg.rf.f810a1af1171efd725e0704fe1327d73.jpg,0
IMG20220702135051_jpg.rf.02d4051b4d6d308828ef212416e046a9.jpg,0
IMG20220702135053_jpg.rf.1767abd061dbd9625cd46c147420562e.jpg,0
IMG20220702135110_jpg.rf.7a7ce1f6bf71b986d5fa2a74bf64ad4c.jpg,0
IMG20220702135246_jpg.rf.6c425fc1968e0855a39936a48497b071.jpg,0
IMG20220702135346_jpg.rf.80bd6b15f0170ba2ab6e0d9aa0ba49e3.jpg,0
IMG20220702135434_jpg.rf.a9de025c2a6735575ec78ebd75d5017e.jpg,0
IMG20220702135437_jpg.rf.7387a76d5e293ef536590294daecf435.jpg,0
IMG20220702135441_jpg.rf.c1923966fe79496cfc21c2e0ea740aa9.jpg,1
IMG20220702135442_jpg.rf.4cec6a58c15d65c0b782017d4474b792.jpg,0
IMG20220703113659_jpg.rf.9b792200e4176e6f99048ce756b46a41.jpg,1
IMG20220703113702_jpg.rf.0637c01c5d950f2189ccf83448728741.jpg,1
IMG20220703113705_jpg.rf.49ac0a061cf17566e4b830a70ab8c62b.jpg,1
IMG20220703113820_jpg.rf.e202a4539bcbb0761608feaa15779bbc.jpg,1
IMG20220703113828_jpg.rf.d473a5c41118b3f5641624bfff833a73.jpg,1
IMG20220703113832_jpg.rf.99327ace2d327f246158145d39372a7c.jpg,1
IMG20220703113907_jpg.rf.83d269305f6c711ac3b14a4becc65b61.jpg,1
IMG20220703113908_jpg.rf.d294257a2ca63f6714b4dc509b28bb1d.jpg,1
IMG20220703113909_jpg.rf.e4bc4988eb8813ed74ea4b4ad476663d.jpg,1
IMG20220703113914_03_jpg.rf.c6ae7dce462e56770e82bd8001c468e5.jpg,1
IMG20220703113914_jpg.rf.6603e7c7e6519203cab8c9ac2df11e64.jpg,1
IMG20220703114022_jpg.rf.fbc4e007f0ca94050db8100a8aec414e.jpg,1
IMG20220703114100_jpg.rf.ab3dbd791fd42e4827e5eaa9c328fedc.jpg,1
IMG20220703114108_jpg.rf.553d117e8aaa9dcd8200f482dbf0cd8f.jpg,1
IMG20220703114137_jpg.rf.3d85055d0f355bf1bb2267217b8558bf.jpg,1
IMG20220703114144_jpg.rf.39958a6d0d264ca596cd7735ad4eebc0.jpg,1
IMG20220703114314_jpg.rf.00682c89d2e8c39f7c10c29804d3c9ec.jpg,1
IMG20220703114316_jpg.rf.7e7a88867328ca33ca7688ff53e1fd0f.jpg,1
IMG_20220513_170700_HHT_jpg.rf.3a10d54e09ac7e1ea2d4d937c42b61b5.jpg,0
IMG_20220513_170719_HHT_jpg.rf.216e4213243463e4b169ffb358f853f8.jpg,0
IMG_20220513_170919_HHT_jpg.rf.1346699c8c91fd494ecf445379a21d16.jpg,0
IMG_20220513_170931_HHT_jpg.rf.37ff035059c9d3334fb3232c74d152ba.jpg,0
IMG_20220513_171004_HHT_jpg.rf.c5b70018ea6aacd02b671dac5d6be347.jpg,0
IMG_20220513_171104_HHT_jpg.rf.ff8ff6409f612608f14320e15c5878af.jpg,0
IMG_20220513_171125_HHT_jpg.rf.16a38d420e25d92bf6e8489c629b11fc.jpg,0
IMG_20220513_171136_HHT_jpg.rf.cf814493bd2ead0ee06993b5941e8d39.jpg,0
IMG_20220513_171256_HHT_jpg.rf.46d1192640b707244bca846f6fbc1167.jpg,0
IMG_20220513_171310_HHT_jpg.rf.4d61a4bbb9818d328d0b7f4205f3c2d3.jpg,0
IMG_20220513_171318_HHT_jpg.rf.9eb92cf2909981eeabc7a1eb34d7148c.jpg,0
IMG_20220513_171416_HHT_jpg.rf.9b29395dd510bb74717a82ef8a6262a1.jpg,0
IMG_20220513_171548_HHT_jpg.rf.394533db554ef68f7ad19a825af81a6a.jpg,0
IMG_20220513_171709_HHT_jpg.rf.b642e574c3b5113276e6c6c59b55538c.jpg,0
IMG_20220513_171718_HHT_jpg.rf.613f423970f4ef2c4dda978c438a66ce.jpg,0
IMG_20220513_171725_HHT_jpg.rf.5534d7fdd65f2ea42bd40f2199f21f19.jpg,0
IMG_20220513_171758_HHT_jpg.rf.210538d44cfba26803cb2050eede73da.jpg,0
IMG_20220513_171811_HHT_jpg.rf.b1446a78dd0c590e56285477f89abe3c.jpg,0
IMG_20220513_171822_HHT_jpg.rf.e433f0113ef7cb2843b9687d0e93e956.jpg,0
IMG_20220513_171830_HHT_jpg.rf.fcc3e9303d288b123214f254bbf09274.jpg,0
IMG_20220513_171837_HHT_jpg.rf.7673dd53001fe17a576c5daa74c230e7.jpg,0
IMG_20220513_171849_HHT_jpg.rf.ef1c1cd3ca73e67bf4f81ff254ab6238.jpg,0
IMG_20220513_172003_HHT_jpg.rf.52b5a6458fd8653c4f4a0da4136b5cc3.jpg,1
IMG_20220513_172028_HHT_jpg.rf.8482c96ea7234b05c5e6b8a10b80f9bf.jpg,0
IMG_20220513_172040_HHT_jpg.rf.0c0b8fd4c9d1c1ceafc2b4dd59bd74b5.jpg,0
IMG_20220513_172111_HHT_jpg.rf.aa1bf2767d6a018dbbcdead058c488c3.jpg,0
IMG_20220513_172137_HHT_jpg.rf.ad5697914eb75764174c71a5a35c1e61.jpg,0
IMG_20220513_172203_HHT_jpg.rf.1e3a3231f00bfd1d3a45c73c335eb83d.jpg,0
IMG_20220513_172205_HHT_jpg.rf.a090b6d6633e61cb198feec495f8ef76.jpg,0
IMG_20220513_172219_HHT_jpg.rf.822af31f398316406f98967c474d0693.jpg,0
IMG_20220513_172229_HHT_jpg.rf.81ba81e49f6989b30348ff711d05ce75.jpg,0
IMG_20220513_172233_HHT_jpg.rf.0c7595548ab14e86cc39a1ceda2af717.jpg,0
IMG_20220513_172240_HHT_jpg.rf.18e4570802761ad1b4ff0b796ac2b536.jpg,0
IMG_20220513_172303_HHT_jpg.rf.e0f42f6e464e2eb9938488cd189ab4c0.jpg,0
IMG_20220513_172311_HHT_jpg.rf.a6b9c32a0405d7a7224d097a4cc28e8e.jpg,0
IMG_20220513_172853_HHT_jpg.rf.3ee638c9fec6938b94bd036012987e6a.jpg,1
IMG_20220513_172955_HHT_jpg.rf.a5e718a94a9a4d287feb0a1a4692e87a.jpg,1
IMG_20220513_173006_HHT_jpg.rf.aa9ceb2cc1e39d793d3609f09d1f185c.jpg,1
IMG_20220513_173014_HHT_jpg.rf.31076d18c2c67533411314121f950bb8.jpg,1
IMG_20220513_173207_HHT_jpg.rf.aac2d236fc2c947882835ec5570037c1.jpg,1
IMG_20220513_173250_HHT_jpg.rf.6d3ed87c2574ea5ffcac555a7bac8781.jpg,1
IMG_20220513_173356_HHT_jpg.rf.b68d2b3bfbb2d344add614d63cd26ab1.jpg,1
IMG_20220513_173409_HHT_jpg.rf.df535d2c10a965d02a54f242b0e24114.jpg,1
IMG_20220513_173411_HHT_jpg.rf.475fe99f07f65084a3df27b4ceb8ac35.jpg,1
IMG_20220513_173602_HHT_jpg.rf.8e51774f7ef1527e4f042b73e72bf572.jpg,1
IMG_20220513_173629_HHT_jpg.rf.a947602118bed4bbe63c6f5063ede9cc.jpg,1
IMG_20220513_173827_HHT_jpg.rf.a6f5bc93aa37adb9dacd1930b74c627b.jpg,1
IMG_20220513_173845_HHT_jpg.rf.cc1bacd313cf7fcd78f129e859f4a72f.jpg,1
IMG_20220513_174107_HHT_jpg.rf.68f4c25b85e33086ee3cc808f482033d.jpg,1
IMG_20220513_174110_HHT_jpg.rf.b281413f73f3ac83536bc285567d041e.jpg,1
IMG_20220513_174158_HHT_jpg.rf.ce93c6f0b12934c24cb6d26c9e9f4df9.jpg,1
IMG_20220513_174326_HHT_jpg.rf.96571b300af0ee0e1cc16a37ebed7321.jpg,1
IMG_20220513_174333_HHT_jpg.rf.95f791083c0cf6f300fd192617e10586.jpg,1
IMG_20220513_174413_HHT_jpg.rf.1f2799c5dd48467a4edf1a73f918e094.jpg,1
IMG_20220513_174604_HHT_jpg.rf.cae57f2242e96564ae31fd60ea5480cd.jpg,1
IMG_20220513_174643_HHT_jpg.rf.30dd4fde2480bbcc465ea173e9a0b271.jpg,1
IMG_20220513_174733_HHT_jpg.rf.0db1072a531777417d214a51e9ebf862.jpg,1
IMG_20220513_174820_HHT_jpg.rf.0c38cf08eb74bf220b197ce274120d37.jpg,1
IMG_20220513_174835_HHT_jpg.rf.6088f1b252e96db2f0a07f682159c3ea.jpg,1
IMG_20220513_174852_HHT_jpg.rf.921939d13321a8f969f77719a1f952f5.jpg,1
IMG_20220513_175021_HHT_jpg.rf.6bc746737022f6b12bacf0008041c931.jpg,1
IMG_20220513_175141_HHT_jpg.rf.cab1f1d4ee632194938c937efa1f0fe6.jpg,1
IMG_20220513_175201_HHT_jpg.rf.2fe171804fcebe9e8a6efb91ff1361c8.jpg,1
IMG_20220513_175211_HHT_jpg.rf.71b33fb84b2016672ee5797a62a1b6c9.jpg,1
IMG_20220513_175216_HHT_jpg.rf.18ec271454acb2afc42e739c5338ff1a.jpg,1
IMG_20220513_175239_HHT_jpg.rf.399d3cc1a75e74ee86eaceb0c0888123.jpg,1
IMG_20220513_175256_HHT_jpg.rf.ad3164afa6298b4a1f24c781076877ec.jpg,1
IMG_20220513_175314_HHT_jpg.rf.723c69c3ff8f8e33eeab432b412ddd82.jpg,1
IMG_20220513_175326_HHT_jpg.rf.6b16111e42e49c9ea64ffa6338bd9316.jpg,1
IMG_20220513_175425_HHT_jpg.rf.1b4fc8af853dd9fa3987a918b69c6deb.jpg,1
IMG_20220513_175434_HHT_jpg.rf.b2803a876ebbcec3fa2765a4dccfd883.jpg,1
IMG_20220513_175505_HHT_jpg.rf.942108917212959695778fe454ab85e3.jpg,1
IMG_20220513_175509_HHT_jpg.rf.7ca5f83b593836dc3fc1066da4ccf63f.jpg,1
IMG_20220513_175511_HHT_jpg.rf.fb76289ec4650f148bc556a3abc7df24.jpg,1
IMG_5787_JPG.rf.c371a4eb8ec927cc32a0ab16e22d7ff5.jpg,0
IMG_5790_JPG.rf.2b6af82e6e3a5eacacc0d24386f40028.jpg,0
IMG_5792_JPG.rf.6d632973e5f9b25249f003cbbc64f3c9.jpg,0
IMG_5793_JPG.rf.c4cd7167c99bc81db9f57b32d1aa5434.jpg,0
IMG_5797_JPG.rf.ca7a4f61116fb41cfbbcf69860cd7b8c.jpg,0
IMG_5801_PNG.rf.6bcd0d69055bb7eda891cc53870b538e.jpg,0
IMG_5806_PNG.rf.03a4a914f4f7b0e0bc37c7a42ca517f3.jpg,0
IMG_5809_PNG.rf.b342c12c779605b6d58395a028a47fcc.jpg,1
IMG_5815_PNG.rf.8d3594cc20ccdab1dd50f5cf42b00b7f.jpg,0
IMG_5817_PNG.rf.3f8df5101c933727f1324d7c590f0edd.jpg,1
IMG_5835_PNG.rf.2ce06762e39e31c33e09c9c381d15e5c.jpg,0
IMG_5837_PNG.rf.106ddc0ef3d0e5d05b9b457fa2ae97e8.jpg,0
IMG_5844_PNG.rf.326dd547560770fe2fd3adba570198ca.jpg,1
Poultry-Farming-in-Mexico4-1024x683_jpg.rf.b9838741ad1ca3f912fdea8e20430374.jpg,0
Shutterstock_3790084a_jpg.rf.eed01f78bb19c34ad447c7942bc33cb9.jpg,2
broiler-chicken-500x500_png.rf.ee08247cd0cab40c7efc2c980881408b.jpg,0
broiler-farming_jpg.rf.933b8757b7c992e1c2574f80f2219d6a.jpg,0
download-1-_jpg.rf.1c4bd804b9015c3321cb7f319b3a22c9.jpg,1
download-1-_jpg.rf.e763388ff3c8926856c1edbaa5be1327.jpg,0
images-1-_jpg.rf.2ec7d6893e3fc757b55c691f5dcf3550.jpg,0
images-10-_jpg.rf.f7c30f950304ff7fe78a7e4ca1f1571d.jpg,0
images-16-_jpg.rf.5694dd3f91e3f8df36e8afa41d8a1e5b.jpg,0
images-18-_jpg.rf.8a2d4c37377120aaaee34f508ffd1c95.jpg,0
images-20-_jpg.rf.191ed190ce14f05ffef5340cbfa10a76.jpg,0
images-3-_jpg.rf.c46214b2819283eecacb4e1ccba6d3f2.jpg,0
images-3-_jpg.rf.c70bdbbe4a93b1e7d6e4e69cb1d8906e.jpg,1
images-31-_jpg.rf.bf47c28cef33554805883de434bf59bf.jpg,0
images-33-_jpg.rf.4095c61ca82030bf3b60d03071c040e1.jpg,0
images-34-_jpg.rf.25ea80733201d1c3e2fdc14d908aeb4d.jpg,0
images-4-_jpg.rf.413c30bb43aa5a994d18c744588a6635.jpg,0
images-4-_jpg.rf.83c2b98a8d5feb6250dd0f1fd7347f63.jpg,1
maxresdefault-2-_jpg.rf.c27d819033fba0b15c8637cd8082d7f9.jpg,3
perdue_chicken_jpg.rf.50158279974ef637bd419857272d1fd3.jpg,2
